,public_date,de_ratio,ptb,debt_assets,inv_turn,at_turn,rect_turn,cash_ratio,pe_inc,gpm,roe,roa,cfm,cash_debt,TICKER,permno,Unnamed: 0,PERMNO,tentativeSICCD,starting_date,end_date,correct_siccd,start_of_month,end_of_month,month_key
249,2020-05-31,0.85,0.762,0.46,2.878,1.314,8.263,0.132,16.266,0.178,0.073,0.101,0.05,0.11,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-05-01,2020-05-31,2020-05
251,2020-06-30,0.85,0.781,0.46,2.878,1.314,8.263,0.132,16.669,0.178,0.073,0.101,0.05,0.11,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-06-01,2020-06-30,2020-06
253,2020-07-31,1.303,0.671,0.566,2.698,1.162,8.577,1.109,132.462,0.173,0.027,0.083,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-07-01,2020-07-31,2020-07
255,2020-08-31,1.303,0.789,0.566,2.698,1.162,8.577,1.109,155.231,0.173,0.027,0.083,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-08-01,2020-08-31,2020-08
257,2020-09-30,1.303,0.735,0.566,2.698,1.162,8.577,1.109,144.615,0.173,0.027,0.083,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-09-01,2020-09-30,2020-09
259,2020-10-31,1.024,0.771,0.506,2.404,1.058,7.786,0.393,-45.256,0.169,-0.007,0.072,0.018,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-10-01,2020-10-31,2020-10
261,2020-11-30,1.024,1.125,0.506,2.404,1.058,7.786,0.393,-65.977,0.169,-0.007,0.072,0.018,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-11-01,2020-11-30,2020-11
263,2020-12-31,1.024,1.435,0.506,2.404,1.058,7.786,0.393,-84.233,0.169,-0.007,0.072,0.018,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2020-12-01,2020-12-31,2020-12
265,2021-01-31,1.012,1.315,0.503,2.212,0.983,7.511,0.429,-56.864,0.169,-0.013,0.062,0.016,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-01-01,2021-01-31,2021-01
267,2021-02-28,1.012,1.559,0.503,2.212,0.983,7.511,0.429,-67.424,0.169,-0.013,0.062,0.016,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-02-01,2021-02-28,2021-02
269,2021-03-31,1.012,1.633,0.503,2.212,0.983,7.511,0.429,-70.593,0.169,-0.013,0.062,0.016,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-03-01,2021-03-31,2021-03
271,2021-04-30,0.959,1.524,0.49,2.084,0.923,7.19,0.486,287.429,0.168,0.018,0.054,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-04-01,2021-04-30,2021-04
273,2021-05-31,0.959,1.581,0.49,2.084,0.923,7.19,0.486,298.214,0.168,0.018,0.054,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-05-01,2021-05-31,2021-05
275,2021-06-30,0.959,1.468,0.49,2.084,0.923,7.19,0.486,276.786,0.168,0.018,0.054,0.033,-0.031,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-06-01,2021-06-30,2021-06
277,2021-07-31,0.58,1.284,0.367,2.126,0.913,7.062,0.179,35.76,0.174,0.049,0.056,0.05,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-07-01,2021-07-31,2021-07
279,2021-08-31,0.58,1.221,0.367,2.126,0.913,7.062,0.179,33.85,0.174,0.049,0.056,0.05,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-08-01,2021-08-31,2021-08
281,2021-09-30,0.58,1.169,0.367,2.126,0.913,7.062,0.179,32.43,0.174,0.049,0.056,0.05,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-09-01,2021-09-30,2021-09
283,2021-10-31,0.683,1.27,0.406,2.3,1.068,7.063,0.232,20.445,0.181,0.077,0.071,0.063,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-10-01,2021-10-31,2021-10
285,2021-11-30,0.683,1.172,0.406,2.3,1.068,7.063,0.232,18.879,0.181,0.077,0.071,0.063,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-11-01,2021-11-30,2021-11
287,2021-12-31,0.683,1.401,0.406,2.3,1.068,7.063,0.232,22.561,0.181,0.077,0.071,0.063,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2021-12-01,2021-12-31,2021-12
289,2022-01-31,0.601,1.418,0.375,2.391,1.112,6.925,0.199,19.361,0.184,0.082,0.08,0.065,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-01-01,2022-01-31,2022-01
291,2022-02-28,0.601,1.583,0.375,2.391,1.112,6.925,0.199,21.606,0.184,0.082,0.08,0.065,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-02-01,2022-02-28,2022-02
293,2022-03-31,0.601,1.693,0.375,2.391,1.112,6.925,0.199,23.284,0.184,0.082,0.08,0.065,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-03-01,2022-03-31,2022-03
295,2022-04-30,0.544,1.625,0.352,2.468,1.155,6.884,0.153,24.469,0.187,0.071,0.089,0.059,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-04-01,2022-04-30,2022-04
297,2022-05-31,0.544,1.668,0.352,2.468,1.155,6.884,0.153,25.115,0.187,0.071,0.089,0.059,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-05-01,2022-05-31,2022-05
299,2022-06-30,0.544,1.447,0.352,2.468,1.155,6.884,0.153,21.792,0.187,0.071,0.089,0.059,0.186,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-06-01,2022-06-30,2022-06
301,2022-07-31,0.521,1.486,0.343,2.461,1.167,6.871,0.169,20.521,0.191,0.077,0.096,0.061,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-07-01,2022-07-31,2022-07
303,2022-08-31,0.521,1.44,0.343,2.461,1.167,6.871,0.169,19.76,0.191,0.077,0.096,0.061,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-08-01,2022-08-31,2022-08
305,2022-09-30,0.521,1.192,0.343,2.461,1.167,6.871,0.169,16.507,0.191,0.077,0.096,0.061,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-09-01,2022-09-30,2022-09
307,2022-10-31,0.527,1.472,0.345,2.418,1.156,6.357,0.144,17.728,0.195,0.088,0.099,0.067,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-10-01,2022-10-31,2022-10
309,2022-11-30,0.527,1.546,0.345,2.418,1.156,6.357,0.144,18.624,0.195,0.088,0.099,0.067,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-11-01,2022-11-30,2022-11
311,2022-12-31,0.527,1.464,0.345,2.418,1.156,6.357,0.144,17.96,0.195,0.088,0.099,0.067,0.139,AIR,54594,11703,54594,3724,2014-01-08,,3724,2022-12-01,2022-12-31,2022-12
7502,2010-01-31,0.501,5.144,0.334,51.865,0.985,8.791,2.039,21.152,0.417,0.296,0.285,0.209,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-01-01,2010-01-31,2010-01
7503,2010-02-28,0.639,4.815,0.39,62.233,0.969,10.891,1.772,0.714,0.426,0.341,0.311,0.231,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-02-01,2010-02-28,2010-02
7504,2010-03-31,0.639,5.547,0.39,62.233,0.969,10.891,1.772,0.82,0.426,0.341,0.311,0.231,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-03-01,2010-03-31,2010-03
7505,2010-04-30,0.639,6.165,0.39,62.233,0.969,10.891,1.772,0.911,0.426,0.341,0.311,0.231,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-04-01,2010-04-30,2010-04
7506,2010-05-31,0.558,5.488,0.358,56.982,0.99,10.908,1.788,0.779,0.429,0.348,0.328,0.249,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-05-01,2010-05-31,2010-05
7507,2010-06-30,0.558,5.395,0.358,56.982,0.99,10.908,1.788,0.763,0.429,0.348,0.328,0.249,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-06-01,2010-06-30,2010-06
7508,2010-07-31,0.558,5.518,0.358,56.982,0.99,10.908,1.788,0.78,0.429,0.348,0.328,0.249,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-07-01,2010-07-31,2010-07
7509,2010-08-31,0.489,4.731,0.329,50.419,1.023,10.892,1.825,0.654,0.424,0.345,0.339,0.26,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-08-01,2010-08-31,2010-08
7510,2010-09-30,0.489,5.537,0.329,50.419,1.023,10.892,1.825,0.763,0.424,0.345,0.339,0.26,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-09-01,2010-09-30,2010-09
7511,2010-10-31,0.489,5.882,0.329,50.419,1.023,10.892,1.825,0.809,0.424,0.345,0.339,0.26,0.641,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-10-01,2010-10-31,2010-10
7512,2010-11-30,0.573,5.479,0.364,51.274,1.063,8.708,1.236,20.538,0.408,0.326,0.315,0.231,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-11-01,2010-11-30,2010-11
7513,2010-12-31,0.573,5.703,0.364,51.274,1.063,8.708,1.236,21.291,0.408,0.326,0.315,0.231,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2010-12-01,2010-12-31,2010-12
7514,2011-01-31,0.573,6.001,0.364,51.274,1.063,8.708,1.236,22.397,0.408,0.326,0.315,0.231,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-01-01,2011-01-31,2011-01
7515,2011-02-28,0.534,5.416,0.348,51.807,1.076,9.588,1.383,0.704,0.403,0.369,0.361,0.234,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-02-01,2011-02-28,2011-02
7516,2011-03-31,0.534,5.363,0.348,51.807,1.076,9.588,1.383,0.695,0.403,0.369,0.361,0.234,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-03-01,2011-03-31,2011-03
7517,2011-04-30,0.534,5.389,0.348,51.807,1.076,9.588,1.383,0.698,0.403,0.369,0.361,0.234,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-04-01,2011-04-30,2011-04
7518,2011-05-31,0.553,4.756,0.356,54.512,1.088,9.135,1.257,0.592,0.407,0.388,0.377,0.239,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-05-01,2011-05-31,2011-05
7519,2011-06-30,0.553,4.601,0.356,54.512,1.088,9.135,1.257,0.571,0.407,0.388,0.377,0.239,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-06-01,2011-06-30,2011-06
7520,2011-07-31,0.553,5.353,0.356,54.512,1.088,9.135,1.257,0.665,0.407,0.388,0.377,0.239,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-07-01,2011-07-31,2011-07
7521,2011-08-31,0.559,4.653,0.358,62.607,1.104,9.254,1.152,0.544,0.414,0.416,0.4,0.251,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-08-01,2011-08-31,2011-08
7522,2011-09-30,0.559,4.622,0.358,62.607,1.104,9.254,1.152,0.539,0.414,0.416,0.4,0.251,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-09-01,2011-09-30,2011-09
7523,2011-10-31,0.559,4.907,0.358,62.607,1.104,9.254,1.152,0.572,0.414,0.416,0.4,0.251,0.679,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-10-01,2011-10-31,2011-10
7524,2011-11-30,0.519,4.19,0.342,68.537,1.13,10.004,0.928,13.808,0.422,0.379,0.372,0.256,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-11-01,2011-11-30,2011-11
7525,2011-12-31,0.519,4.454,0.342,68.537,1.13,10.004,0.928,14.632,0.422,0.379,0.372,0.256,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2011-12-01,2011-12-31,2011-12
7526,2012-01-31,0.519,5.021,0.342,68.537,1.13,10.004,0.928,16.491,0.422,0.379,0.372,0.256,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-01-01,2012-01-31,2012-01
7527,2012-02-29,0.535,5.069,0.349,74.59,1.12,10.073,1.0,0.552,0.441,0.456,0.449,0.275,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-02-01,2012-02-29,2012-02
7528,2012-03-31,0.535,5.618,0.349,74.59,1.12,10.073,1.0,0.61,0.441,0.456,0.449,0.275,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-03-01,2012-03-31,2012-03
7529,2012-04-30,0.535,5.473,0.349,74.59,1.12,10.073,1.0,0.594,0.441,0.456,0.449,0.275,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-04-01,2012-04-30,2012-04
7530,2012-05-31,0.515,4.73,0.34,77.248,1.111,10.655,0.931,0.503,0.457,0.47,0.467,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-05-01,2012-05-31,2012-05
7531,2012-06-30,0.515,4.793,0.34,77.248,1.111,10.655,0.931,0.509,0.457,0.47,0.467,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-06-01,2012-06-30,2012-06
7532,2012-07-31,0.515,5.013,0.34,77.248,1.111,10.655,0.931,0.532,0.457,0.47,0.467,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-07-01,2012-07-31,2012-07
7533,2012-08-31,0.493,4.991,0.33,75.856,1.046,10.579,0.88,0.559,0.46,0.428,0.436,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-08-01,2012-08-31,2012-08
7534,2012-09-30,0.493,5.015,0.33,75.856,1.046,10.579,0.88,0.56,0.46,0.428,0.436,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-09-01,2012-09-30,2012-09
7535,2012-10-31,0.493,4.482,0.33,75.856,1.046,10.579,0.88,0.5,0.46,0.428,0.436,0.289,0.944,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-10-01,2012-10-31,2012-10
7536,2012-11-30,0.489,4.169,0.329,108.029,1.07,10.294,0.756,13.257,0.459,0.385,0.4,0.288,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-11-01,2012-11-30,2012-11
7537,2012-12-31,0.489,3.784,0.329,108.029,1.07,10.294,0.756,12.054,0.459,0.385,0.4,0.288,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2012-12-01,2012-12-31,2012-12
7538,2013-01-31,0.489,3.239,0.329,108.029,1.07,10.294,0.756,10.317,0.459,0.385,0.4,0.288,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-01-01,2013-01-31,2013-01
7539,2013-02-28,0.492,2.899,0.33,81.901,0.96,9.646,0.831,0.357,0.444,0.355,0.377,0.279,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-02-01,2013-02-28,2013-02
7540,2013-03-31,0.492,2.91,0.33,81.901,0.96,9.646,0.831,0.358,0.444,0.355,0.377,0.279,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-03-01,2013-03-31,2013-03
7541,2013-04-30,0.492,2.906,0.33,81.901,0.96,9.646,0.831,0.359,0.444,0.355,0.377,0.279,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-04-01,2013-04-30,2013-04
7542,2013-05-31,0.481,2.778,0.325,84.287,0.927,9.968,0.881,0.383,0.425,0.309,0.335,0.265,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-05-01,2013-05-31,2013-05
7543,2013-06-30,0.481,2.37,0.325,84.287,0.927,9.968,0.881,0.338,0.425,0.309,0.335,0.265,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-06-01,2013-06-30,2013-06
7544,2013-07-31,0.481,2.705,0.325,84.287,0.927,9.968,0.881,0.386,0.425,0.309,0.335,0.265,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-07-01,2013-07-31,2013-07
7545,2013-08-31,0.52,3.175,0.342,76.033,0.884,10.111,0.958,0.434,0.418,0.274,0.306,0.258,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-08-01,2013-08-31,2013-08
7546,2013-09-30,0.52,3.075,0.342,76.033,0.884,10.111,0.958,0.425,0.418,0.274,0.306,0.258,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-09-01,2013-09-30,2013-09
7547,2013-10-31,0.52,3.373,0.342,76.033,0.884,10.111,0.958,0.465,0.418,0.274,0.306,0.258,0.879,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-10-01,2013-10-31,2013-10
7548,2013-11-30,0.675,3.573,0.403,78.16,0.892,8.69,0.929,13.989,0.416,0.272,0.291,0.256,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-11-01,2013-11-30,2013-11
7549,2013-12-31,0.675,3.575,0.403,78.16,0.892,8.69,0.929,14.114,0.416,0.272,0.291,0.256,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2013-12-01,2013-12-31,2013-12
7550,2014-01-31,0.675,3.189,0.403,78.16,0.892,8.69,0.929,12.594,0.416,0.272,0.291,0.256,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-01-01,2014-01-31,2014-01
7551,2014-02-28,0.615,3.172,0.381,59.513,0.842,9.583,0.963,0.466,0.416,0.258,0.284,0.255,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-02-01,2014-02-28,2014-02
7552,2014-03-31,0.615,3.125,0.381,59.513,0.842,9.583,0.963,0.475,0.416,0.258,0.284,0.255,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-03-01,2014-03-31,2014-03
7553,2014-04-30,0.615,3.435,0.381,59.513,0.842,9.583,0.963,0.523,0.416,0.258,0.284,0.255,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-04-01,2014-04-30,2014-04
7554,2014-05-31,0.687,3.904,0.407,54.959,0.84,9.375,0.934,0.54,0.421,0.26,0.28,0.257,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-05-01,2014-05-31,2014-05
7555,2014-06-30,0.687,3.985,0.407,54.959,0.84,9.375,0.934,0.555,0.421,0.26,0.28,0.257,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-06-01,2014-06-30,2014-06
7556,2014-07-31,0.687,4.099,0.407,54.959,0.84,9.375,0.934,0.571,0.421,0.26,0.28,0.257,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-07-01,2014-07-31,2014-07
7557,2014-08-31,0.741,4.35,0.426,55.813,0.828,9.077,0.859,4.126,0.428,0.272,0.282,0.26,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-08-01,2014-08-31,2014-08
7558,2014-09-30,0.741,4.189,0.426,55.813,0.828,9.077,0.859,4.056,0.428,0.272,0.282,0.26,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-09-01,2014-09-30,2014-09
7559,2014-10-31,0.741,4.489,0.426,55.813,0.828,9.077,0.859,4.348,0.428,0.272,0.282,0.26,0.643,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-10-01,2014-10-31,2014-10
7560,2014-11-30,1.078,5.292,0.519,53.838,0.833,7.639,0.395,18.439,0.429,0.291,0.275,0.26,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-11-01,2014-11-30,2014-11
7561,2014-12-31,1.078,4.879,0.519,53.838,0.833,7.639,0.395,17.113,0.429,0.291,0.275,0.26,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2014-12-01,2014-12-31,2014-12
7562,2015-01-31,1.078,5.178,0.519,53.838,0.833,7.639,0.395,18.164,0.429,0.291,0.275,0.26,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-01-01,2015-01-31,2015-01
7563,2015-02-28,0.938,5.101,0.484,57.818,0.867,8.894,0.604,4.328,0.434,0.317,0.306,0.264,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-02-01,2015-02-28,2015-02
7564,2015-03-31,0.938,4.941,0.484,57.818,0.867,8.894,0.604,4.192,0.434,0.317,0.306,0.264,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-03-01,2015-03-31,2015-03
7565,2015-04-30,0.938,4.916,0.484,57.818,0.867,8.894,0.604,4.217,0.434,0.317,0.306,0.264,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-04-01,2015-04-30,2015-04
7566,2015-05-31,1.016,4.912,0.504,56.801,0.868,9.205,0.531,4.026,0.439,0.342,0.316,0.268,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-05-01,2015-05-31,2015-05
7567,2015-06-30,1.016,4.682,0.504,56.801,0.868,9.205,0.531,3.876,0.439,0.342,0.316,0.268,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-06-01,2015-06-30,2015-06
7568,2015-07-31,1.016,4.526,0.504,56.801,0.868,9.205,0.531,3.748,0.439,0.342,0.316,0.268,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-07-01,2015-07-31,2015-07
7569,2015-08-31,1.1,4.281,0.524,56.677,0.873,9.419,0.48,3.251,0.442,0.355,0.319,0.271,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-08-01,2015-08-31,2015-08
7570,2015-09-30,1.1,4.187,0.524,56.677,0.873,9.419,0.48,3.181,0.442,0.355,0.319,0.271,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-09-01,2015-09-30,2015-09
7571,2015-10-31,1.1,4.435,0.524,56.677,0.873,9.419,0.48,3.446,0.442,0.355,0.319,0.271,0.496,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-10-01,2015-10-31,2015-10
7572,2015-11-30,1.434,4.599,0.589,58.112,0.895,8.12,0.516,12.831,0.446,0.388,0.313,0.277,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-11-01,2015-11-30,2015-11
7573,2015-12-31,1.434,4.069,0.589,58.112,0.895,8.12,0.516,11.416,0.446,0.388,0.313,0.277,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2015-12-01,2015-12-31,2015-12
7574,2016-01-31,1.434,3.763,0.589,58.112,0.895,8.12,0.516,10.557,0.446,0.388,0.313,0.277,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-01-01,2016-01-31,2016-01
7575,2016-02-29,1.226,3.577,0.551,55.875,0.839,10.08,0.525,2.566,0.45,0.362,0.303,0.279,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-02-01,2016-02-29,2016-02
7576,2016-03-31,1.226,3.984,0.551,55.875,0.839,10.08,0.525,2.893,0.45,0.362,0.303,0.279,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-03-01,2016-03-31,2016-03
7577,2016-04-30,1.226,3.426,0.551,55.875,0.839,10.08,0.525,2.488,0.45,0.362,0.303,0.279,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-04-01,2016-04-30,2016-04
7578,2016-05-31,1.307,3.565,0.567,54.95,0.781,9.588,0.585,2.774,0.448,0.34,0.279,0.275,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-05-01,2016-05-31,2016-05
7579,2016-06-30,1.307,3.361,0.567,54.95,0.781,9.588,0.585,2.656,0.448,0.34,0.279,0.275,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-06-01,2016-06-30,2016-06
7580,2016-07-31,1.307,3.66,0.567,54.95,0.781,9.588,0.585,2.895,0.448,0.34,0.279,0.275,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-07-01,2016-07-31,2016-07
7581,2016-08-31,1.367,3.784,0.578,54.854,0.736,9.368,0.664,3.091,0.444,0.32,0.253,0.268,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-08-01,2016-08-31,2016-08
7582,2016-09-30,1.367,4.031,0.578,54.854,0.736,9.368,0.664,3.294,0.444,0.32,0.253,0.268,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-09-01,2016-09-30,2016-09
7583,2016-10-31,1.367,4.007,0.578,54.854,0.736,9.368,0.664,3.308,0.444,0.32,0.253,0.268,0.475,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-10-01,2016-10-31,2016-10
7584,2016-11-30,1.508,3.82,0.601,54.263,0.703,7.213,0.85,13.3,0.435,0.307,0.226,0.261,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-11-01,2016-11-30,2016-11
7585,2016-12-31,1.508,3.947,0.601,54.263,0.703,7.213,0.85,13.937,0.435,0.307,0.226,0.261,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2016-12-01,2016-12-31,2016-12
7586,2017-01-31,1.508,4.127,0.601,54.263,0.703,7.213,0.85,14.603,0.435,0.307,0.226,0.261,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-01-01,2017-01-31,2017-01
7587,2017-02-28,1.441,4.511,0.59,55.187,0.69,9.075,0.808,4.101,0.433,0.297,0.228,0.256,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-02-01,2017-02-28,2017-02
7588,2017-03-31,1.441,4.694,0.59,55.187,0.69,9.075,0.808,4.301,0.433,0.297,0.228,0.256,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-03-01,2017-03-31,2017-03
7589,2017-04-30,1.441,4.7,0.59,55.187,0.69,9.075,0.808,4.301,0.433,0.297,0.228,0.256,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-04-01,2017-04-30,2017-04
7590,2017-05-31,1.48,4.907,0.597,52.323,0.682,9.098,0.833,4.467,0.431,0.296,0.221,0.255,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-05-01,2017-05-31,2017-05
7591,2017-06-30,1.48,4.587,0.597,52.323,0.682,9.098,0.833,4.211,0.431,0.296,0.221,0.255,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-06-01,2017-06-30,2017-06
7592,2017-07-31,1.48,4.733,0.597,52.323,0.682,9.098,0.833,4.349,0.431,0.296,0.221,0.255,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-07-01,2017-07-31,2017-07
7593,2017-08-31,1.528,5.209,0.604,46.686,0.671,8.894,0.854,4.654,0.431,0.298,0.217,0.254,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-08-01,2017-08-31,2017-08
7594,2017-09-30,1.528,4.858,0.604,46.686,0.671,8.894,0.854,4.373,0.431,0.298,0.217,0.254,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-09-01,2017-09-30,2017-09
7595,2017-10-31,1.528,5.337,0.604,46.686,0.671,8.894,0.854,4.797,0.431,0.298,0.217,0.254,0.34,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-10-01,2017-10-31,2017-10
7596,2017-11-30,1.8,5.33,0.643,37.684,0.658,7.056,0.736,18.659,0.426,0.302,0.203,0.255,0.264,AAPL,14593,2612,14593,3571,2010-01-04,,3571,2017-11-01,2017-11-30,2017-11
